customer_id,email,created_at,plan
cus_e5799ffa9e13,user36@example.com,2025-11-08 21:20:39.502474+00:00,pro
cus_6e0cf29a8e6c,user37@example.com,2025-05-01 21:20:39.502474+00:00,free
cus_3833779200d8,user38@example.com,2025-05-22 21:20:39.502474+00:00,pro
cus_f0a874b8ddd4,user39@example.com,2025-10-27 21:20:39.502474+00:00,free
cus_d6efad5c388e,user40@example.com,2026-01-28 21:20:39.502474+00:00,free
cus_84e229a24fd3,user41@example.com,2026-01-15 21:20:39.502474+00:00,pro
cus_02e636d71b5a,user42@example.com,2025-06-12 21:20:39.502474+00:00,free
cus_a59a8c5b5c0e,user43@example.com,2025-11-12 21:20:39.502474+00:00,free
cus_24852ec7311b,user44@example.com,2025-11-30 21:20:39.502474+00:00,free
cus_4d9b7eb94a9f,user45@example.com,2025-11-11 21:20:39.502474+00:00,pro
cus_3025aef132ba,user46@example.com,2026-02-12 21:20:39.502474+00:00,free
cus_16a6a96d6c25,user47@example.com,2025-11-30 21:20:39.502474+00:00,pro
cus_293fecb821ba,user48@example.com,2025-12-14 21:20:39.502474+00:00,pro
cus_d63519c04e15,user49@example.com,2025-11-28 21:20:39.502474+00:00,pro
cus_a398f0893399,user50@example.com,2026-02-01 21:20:39.502474+00:00,pro
cus_d1f3cd7f30ea,user51@example.com,2025-10-19 21:20:39.502474+00:00,free
cus_c6ada9f0c0e1,user52@example.com,2026-01-17 21:20:39.502474+00:00,pro
cus_123558bbab7b,user53@example.com,2025-12-17 21:20:39.502474+00:00,free
cus_3f44f0410a1e,user54@example.com,2026-01-07 21:20:39.502474+00:00,free
cus_9187a5a8374a,user55@example.com,2025-11-25 21:20:39.502474+00:00,free
cus_679e9f243e54,user56@example.com,2025-12-12 21:20:39.502474+00:00,free
cus_4a6e33e69cd9,user57@example.com,2025-08-22 21:20:39.502474+00:00,free
cus_4c9e14c90360,user58@example.com,2025-11-16 21:20:39.502474+00:00,org
cus_ddb20d5f4993,user59@example.com,2026-01-11 21:20:39.502474+00:00,free
cus_26edf5d5e4e7,user60@example.com,2025-12-30 21:20:39.502474+00:00,pro
cus_17cd28300061,user61@example.com,2025-06-29 21:20:39.502474+00:00,free
cus_1a06591a1427,user62@example.com,2025-10-07 21:20:39.502474+00:00,free
cus_baad4c4fdd58,user63@example.com,2025-09-24 21:20:39.502474+00:00,pro
cus_6aa3fb519b77,user64@example.com,2025-12-02 21:20:39.502474+00:00,free
cus_16b510bdd19e,user65@example.com,2026-01-13 21:20:39.502474+00:00,free
cus_88d7044d3601,user66@example.com,2024-09-29 21:20:39.502474+00:00,free
cus_db2ca0cef178,user67@example.com,2025-12-24 21:20:39.502474+00:00,pro
cus_9f436a57da39,user68@example.com,2026-01-22 21:20:39.502474+00:00,free
cus_38ee9f641b73,user69@example.com,2025-01-10 21:20:39.502474+00:00,free
cus_1194879f29c0,user70@example.com,2025-05-21 21:20:39.502474+00:00,free
cus_18abaab73563,user71@example.com,2026-01-17 21:20:39.502474+00:00,pro
cus_b54cad52a916,user72@example.com,2026-01-17 21:20:39.502474+00:00,free
cus_35412c4323cf,user73@example.com,2026-01-08 21:20:39.502474+00:00,free
cus_eba38f28430f,user74@example.com,2026-02-04 21:20:39.502474+00:00,free
cus_d9dac48dc772,user75@example.com,2025-11-24 21:20:39.502474+00:00,org
cus_ddaacb28b2dc,user76@example.com,2025-05-01 21:20:39.502474+00:00,free
cus_d40bf181e6c1,user77@example.com,2025-12-14 21:20:39.502474+00:00,free
cus_42be2b3a8768,user78@example.com,2026-01-12 21:20:39.502474+00:00,free
cus_a0fb56482117,user79@example.com,2025-11-23 21:20:39.502474+00:00,pro
cus_8f01ec25f497,user80@example.com,2026-01-04 21:20:39.502474+00:00,pro
cus_abefd64fda25,user81@example.com,2025-10-16 21:20:39.502474+00:00,free
cus_4ae4c4401c9b,user82@example.com,2025-11-11 21:20:39.502474+00:00,free
cus_aff47cf94f6a,user83@example.com,2026-01-16 21:20:39.502474+00:00,free
cus_c978bf2062e5,user84@example.com,2025-12-17 21:20:39.502474+00:00,free
cus_ffe3272d9799,user85@example.com,2026-01-17 21:20:39.502474+00:00,free
cus_4af9c532fa44,user86@example.com,2025-08-24 21:20:39.502474+00:00,org
cus_bb1605d2afe2,user87@example.com,2025-10-11 21:20:39.502474+00:00,free
cus_1f6f897d9740,user88@example.com,2026-01-28 21:20:39.502474+00:00,free
cus_14d717374e0a,user89@example.com,2026-02-06 21:20:39.502474+00:00,org
cus_97b583c47dab,user90@example.com,2025-07-05 21:20:39.502474+00:00,org
cus_d427062ca926,user91@example.com,2025-07-18 21:20:39.502474+00:00,free
cus_d8987b99fbb9,user92@example.com,2025-05-24 21:20:39.502474+00:00,free
cus_6d86184a080e,user93@example.com,2026-01-14 21:20:39.502474+00:00,free
cus_db6454e5a884,user94@example.com,2025-09-04 21:20:39.502474+00:00,free
cus_98d4ced5ee93,user95@example.com,2025-09-25 21:20:39.502474+00:00,free
cus_200148fb9dfd,user96@example.com,2025-12-07 21:20:39.502474+00:00,free
cus_2cb43be314d4,user97@example.com,2026-01-26 21:20:39.502474+00:00,pro
cus_e1e00164fc7d,user98@example.com,2025-11-07 21:20:39.502474+00:00,free
cus_46e10a2d5b72,user99@example.com,2026-01-21 21:20:39.502474+00:00,free
cus_61447d98a977,user100@example.com,2025-11-29 21:20:39.502474+00:00,free
cus_ca3e8122e898,user101@example.com,2025-08-01 21:20:39.502474+00:00,pro
cus_7a9f75fb9a25,user102@example.com,2025-11-13 21:20:39.502474+00:00,free
cus_47030cd200f8,user103@example.com,2026-01-08 21:20:39.502474+00:00,pro
cus_01c563e504fd,user104@example.com,2025-11-15 21:20:39.502474+00:00,free
cus_6f25a72ed591,user105@example.com,2025-12-04 21:20:39.502474+00:00,free
cus_fea82e698568,user106@example.com,2025-10-14 21:20:39.502474+00:00,free
cus_e50ab8484e5a,user107@example.com,2025-08-07 21:20:39.502474+00:00,free
cus_50c1746f3161,user108@example.com,2025-08-27 21:20:39.502474+00:00,free
cus_05dd96b50add,user109@example.com,2025-11-14 21:20:39.502474+00:00,free
cus_f01075450950,user110@example.com,2025-11-21 21:20:39.502474+00:00,pro
cus_dfc73161d9f4,user111@example.com,2025-09-02 21:20:39.502474+00:00,free
cus_4c7c2d2ee594,user112@example.com,2026-02-14 21:20:39.502474+00:00,pro
cus_0cbc770e6b05,user113@example.com,2025-11-29 21:20:39.502474+00:00,free
cus_9829343c1f9a,user114@example.com,2025-11-15 21:20:39.502474+00:00,pro
cus_5fdf89678f3d,user115@example.com,2025-06-26 21:20:39.502474+00:00,free
cus_327fa40364da,user116@example.com,2025-12-19 21:20:39.502474+00:00,pro
cus_901071baee08,user117@example.com,2026-02-11 21:20:39.502474+00:00,free
cus_fe8fa5a3e071,user118@example.com,2026-01-22 21:20:39.502474+00:00,org
cus_546b484d3c50,user119@example.com,2025-12-11 21:20:39.502474+00:00,free
cus_c08075485d7a,user120@example.com,2026-02-08 21:20:39.502474+00:00,free
cus_cf66dff2064e,user121@example.com,2025-10-31 21:20:39.502474+00:00,org
cus_024ac83ee436,user122@example.com,2025-12-16 21:20:39.502474+00:00,pro
cus_b8671b6ed6d8,user123@example.com,2025-09-11 21:20:39.502474+00:00,free
cus_9d49e0ac1a09,user124@example.com,2026-02-03 21:20:39.502474+00:00,free
cus_bb16c054deb1,user125@example.com,2025-07-11 21:20:39.502474+00:00,free
cus_7cbbb4e7fe4d,user126@example.com,2025-08-20 21:20:39.502474+00:00,free
cus_4fb8eb331528,user127@example.com,2025-12-30 21:20:39.502474+00:00,free
cus_cf85d3c22b50,user128@example.com,2025-12-16 21:20:39.502474+00:00,pro
cus_b51950a4ea7e,user129@example.com,2025-12-01 21:20:39.502474+00:00,free
cus_a9b31b8d2c0f,user130@example.com,2025-08-29 21:20:39.502474+00:00,free
cus_4360fa86fa6e,user131@example.com,2025-12-04 21:20:39.502474+00:00,free
cus_c286452916a5,user132@example.com,2025-04-01 21:20:39.502474+00:00,free
cus_3a78dfb49efb,user133@example.com,2026-01-05 21:20:39.502474+00:00,pro
cus_ddd35eb25208,user134@example.com,2025-12-03 21:20:39.502474+00:00,free
cus_eceac8db19eb,user135@example.com,2025-11-21 21:20:39.502474+00:00,pro
cus_4484a7c1d13b,user136@example.com,2025-10-17 21:20:39.502474+00:00,pro
cus_31104c5438af,user137@example.com,2026-01-20 21:20:39.502474+00:00,free
cus_67bc54e2582f,user138@example.com,2025-10-29 21:20:39.502474+00:00,free
cus_b65cb06c50b5,user139@example.com,2025-05-10 21:20:39.502474+00:00,pro
cus_c05d6f289763,user140@example.com,2025-12-15 21:20:39.502474+00:00,free
cus_af0b314c4238,user141@example.com,2025-07-14 21:20:39.502474+00:00,free
cus_bcc91850ceae,user142@example.com,2025-08-15 21:20:39.502474+00:00,pro
cus_ecda473a0f57,user143@example.com,2025-07-11 21:20:39.502474+00:00,free
cus_1a455a7ec7ee,user144@example.com,2025-10-15 21:20:39.502474+00:00,free
cus_d514323cfe22,user145@example.com,2025-10-10 21:20:39.502474+00:00,pro
cus_04211eeafd9b,user146@example.com,2025-12-22 21:20:39.502474+00:00,pro
cus_c24cb40fcca4,user147@example.com,2025-09-13 21:20:39.502474+00:00,pro
cus_405d801b260a,user148@example.com,2025-05-11 21:20:39.502474+00:00,free
cus_82833d79c996,user149@example.com,2026-02-07 21:20:39.502474+00:00,free
cus_c8ef06c244cb,user150@example.com,2026-01-07 21:20:39.502474+00:00,org
cus_4590924b8605,user151@example.com,2026-01-28 21:20:39.502474+00:00,free
cus_3c323680dbae,user152@example.com,2025-08-28 21:20:39.502474+00:00,free
cus_6948a45d9b4a,user153@example.com,2026-01-13 21:20:39.502474+00:00,pro
cus_e7d76c958737,user154@example.com,2025-10-18 21:20:39.502474+00:00,pro
cus_637bced997ea,user155@example.com,2025-12-21 21:20:39.502474+00:00,pro
cus_383143027ecd,user156@example.com,2026-01-21 21:20:39.502474+00:00,free
cus_bfa3aca1996a,user157@example.com,2025-09-26 21:20:39.502474+00:00,free
cus_aa2567c6a8be,user158@example.com,2026-01-22 21:20:39.502474+00:00,free
cus_64ad4df23b01,user159@example.com,2026-02-12 21:20:39.502474+00:00,pro
cus_531aee45034d,user160@example.com,2025-11-14 21:20:39.502474+00:00,free
cus_46e970c11a42,user161@example.com,2026-01-30 21:20:39.502474+00:00,free
cus_87bd1deea465,user162@example.com,2025-11-08 21:20:39.502474+00:00,free
cus_1952bf5e57b9,user163@example.com,2026-01-14 21:20:39.502474+00:00,org
cus_1ffaae1a5459,user164@example.com,2026-02-13 21:20:39.502474+00:00,free
cus_38c6f23b9958,user165@example.com,2025-11-22 21:20:39.502474+00:00,free
cus_a16b8d849f47,user166@example.com,2025-07-25 21:20:39.502474+00:00,pro
cus_e2b2b4c488cd,user167@example.com,2026-01-30 21:20:39.502474+00:00,pro
cus_5ab2c6aaebf9,user168@example.com,2025-11-22 21:20:39.502474+00:00,free
cus_743c2af69545,user169@example.com,2025-11-23 21:20:39.502474+00:00,pro
cus_89bfee1db571,user170@example.com,2025-12-09 21:20:39.502474+00:00,org
cus_1670b849f62a,user171@example.com,2026-02-07 21:20:39.502474+00:00,pro
cus_814509df18d7,user172@example.com,2026-01-11 21:20:39.502474+00:00,free
cus_6f3470266c73,user173@example.com,2025-09-22 21:20:39.502474+00:00,free
cus_bdfba803fa7a,user174@example.com,2025-05-27 21:20:39.502474+00:00,pro
cus_ba1446081441,user175@example.com,2025-12-09 21:20:39.502474+00:00,pro
cus_3eabb1d7bc41,user176@example.com,2026-01-14 21:20:39.502474+00:00,pro
cus_16925d416a27,user177@example.com,2025-11-14 21:20:39.502474+00:00,org
cus_5fda5bed85e8,user178@example.com,2025-06-30 21:20:39.502474+00:00,pro
cus_359c85c650e5,user179@example.com,2026-01-09 21:20:39.502474+00:00,pro
cus_00866582e8b4,user180@example.com,2024-10-20 21:20:39.502474+00:00,pro
cus_56c18c6aed19,user181@example.com,2025-08-17 21:20:39.502474+00:00,pro
cus_d4d250077502,user182@example.com,2025-10-08 21:20:39.502474+00:00,pro
cus_7dddfd34ac99,user183@example.com,2025-05-11 21:20:39.502474+00:00,org
cus_0eb6767f6b72,user184@example.com,2025-03-21 21:20:39.502474+00:00,pro
cus_c7309faa5f01,user185@example.com,2026-01-14 21:20:39.502474+00:00,free
cus_84a28ecef0fb,user186@example.com,2025-02-24 21:20:39.502474+00:00,free
cus_6ac5bf58caee,user187@example.com,2025-09-02 21:20:39.502474+00:00,free
cus_fe27abcacd51,user188@example.com,2025-06-08 21:20:39.502474+00:00,free
cus_39b8769b9607,user189@example.com,2026-02-03 21:20:39.502474+00:00,free
cus_8782b10c5856,user190@example.com,2025-12-31 21:20:39.502474+00:00,pro
cus_2a4b5c74af5a,user191@example.com,2026-01-02 21:20:39.502474+00:00,pro
cus_c866dfebfa38,user192@example.com,2024-10-25 21:20:39.502474+00:00,pro
cus_7ee75cd30b4e,user193@example.com,2025-11-30 21:20:39.502474+00:00,org
cus_fc9995d47aab,user194@example.com,2025-02-24 21:20:39.502474+00:00,free
cus_caca822134ab,user195@example.com,2026-01-12 21:20:39.502474+00:00,free
cus_1f44dce1cebc,user196@example.com,2025-12-15 21:20:39.502474+00:00,free
cus_91b1c464d6b2,user197@example.com,2026-01-05 21:20:39.502474+00:00,free
cus_1de68009d605,user198@example.com,2026-01-24 21:20:39.502474+00:00,free
cus_c4745efb30bb,user199@example.com,2026-01-11 21:20:39.502474+00:00,org
cus_6b9e428f6889,user200@example.com,2026-02-06 21:20:39.502474+00:00,free
cus_abaa1dcaeb8b,user201@example.com,2026-02-03 21:20:39.502474+00:00,pro
cus_1928f300588c,user202@example.com,2025-11-20 21:20:39.502474+00:00,pro
cus_88ab444d2a6e,user203@example.com,2025-03-02 21:20:39.502474+00:00,free
cus_59a1e4227a42,user204@example.com,2024-11-30 21:20:39.502474+00:00,pro
cus_b9dc0c3989f2,user205@example.com,2026-01-14 21:20:39.502474+00:00,free
cus_a582240a3f91,user206@example.com,2025-09-23 21:20:39.502474+00:00,pro
cus_480ab5738a3b,user207@example.com,2025-12-11 21:20:39.502474+00:00,free
cus_fff33e97b739,user208@example.com,2026-01-26 21:20:39.502474+00:00,pro
cus_b334085c37ed,user209@example.com,2026-01-21 21:20:39.502474+00:00,pro
cus_7160fdc973bd,user210@example.com,2026-01-08 21:20:39.502474+00:00,pro
cus_ad9c408c597f,user211@example.com,2025-07-17 21:20:39.502474+00:00,pro
cus_0967f962ba4a,user212@example.com,2025-10-16 21:20:39.502474+00:00,free
cus_cf0d693d9c3e,user213@example.com,2025-09-02 21:20:39.502474+00:00,free
cus_40c199491177,user214@example.com,2025-11-26 21:20:39.502474+00:00,free
cus_3092efb2a26b,user215@example.com,2025-12-29 21:20:39.502474+00:00,free
cus_3474b8b5bc2e,user216@example.com,2025-06-10 21:20:39.502474+00:00,free
cus_9c520d9d34bb,user217@example.com,2026-01-25 21:20:39.502474+00:00,pro
cus_c2ec23a3d1cf,user218@example.com,2026-01-20 21:20:39.502474+00:00,free
cus_8fee3ce21f97,user219@example.com,2025-10-16 21:20:39.502474+00:00,pro
cus_b7f9d2cb9fce,user220@example.com,2025-07-28 21:20:39.502474+00:00,free
cus_237c1de04b15,user221@example.com,2025-09-03 21:20:39.502474+00:00,free
cus_125aa9e94a47,user222@example.com,2025-05-04 21:20:39.502474+00:00,free
cus_24d80a1662b0,user223@example.com,2025-10-20 21:20:39.502474+00:00,free
cus_030d4a9d265e,user224@example.com,2025-11-15 21:20:39.502474+00:00,free
cus_29fd829d55af,user225@example.com,2026-01-15 21:20:39.502474+00:00,pro
cus_dbaae3744670,user226@example.com,2025-03-23 21:20:39.502474+00:00,free
cus_15c290483b2a,user227@example.com,2026-01-04 21:20:39.502474+00:00,free
cus_1c98ebebd5e7,user228@example.com,2025-11-12 21:20:39.502474+00:00,free
cus_74a95fa441e4,user229@example.com,2025-05-31 21:20:39.502474+00:00,free
cus_b429fc85c2b1,user230@example.com,2026-02-08 21:20:39.502474+00:00,pro
cus_874b03da3f83,user231@example.com,2025-12-01 21:20:39.502474+00:00,free
cus_3fbc0c4a66bb,user232@example.com,2025-11-25 21:20:39.502474+00:00,free
cus_1345bcc83bde,user233@example.com,2025-10-07 21:20:39.502474+00:00,free
cus_2d348a2b9c0c,user234@example.com,2025-08-09 21:20:39.502474+00:00,free
cus_48b390a4fd6c,user235@example.com,2026-01-15 21:20:39.502474+00:00,free
cus_d7ebd9ebc9b5,user236@example.com,2025-09-17 21:20:39.502474+00:00,pro
cus_e35e75772adf,user237@example.com,2025-08-17 21:20:39.502474+00:00,free
cus_e1339191670c,user238@example.com,2025-11-25 21:20:39.502474+00:00,pro
cus_d5118c64391a,user239@example.com,2025-08-15 21:20:39.502474+00:00,pro
cus_b962c5d09e4c,user240@example.com,2026-01-04 21:20:39.502474+00:00,free
cus_6f6d3d5e2621,user241@example.com,2025-10-02 21:20:39.502474+00:00,free
cus_3d333497c977,user242@example.com,2026-02-11 21:20:39.502474+00:00,pro
cus_001354a0ace7,user243@example.com,2025-04-21 21:20:39.502474+00:00,free
cus_1cf686bd555b,user244@example.com,2025-12-20 21:20:39.502474+00:00,free
cus_bf221bb0835c,user245@example.com,2024-11-07 21:20:39.502474+00:00,free
cus_81ad4b513d57,user246@example.com,2026-01-25 21:20:39.502474+00:00,free
cus_d7b577d022e3,user247@example.com,2026-01-27 21:20:39.502474+00:00,pro
cus_242115e591c8,user248@example.com,2026-01-13 21:20:39.502474+00:00,free
cus_75c9b2360e43,user249@example.com,2025-12-15 21:20:39.502474+00:00,pro
cus_5b02dd282f5f,user250@example.com,2025-11-16 21:20:39.502474+00:00,pro
cus_a8131f87c61c,user251@example.com,2025-06-05 21:20:39.502474+00:00,free
cus_804e3b459d86,user252@example.com,2025-08-09 21:20:39.502474+00:00,free
cus_bfe6bdf679fe,user253@example.com,2025-12-03 21:20:39.502474+00:00,free
cus_dda80309d45d,user254@example.com,2026-02-11 21:20:39.502474+00:00,free
cus_b21a64bd6f1e,user255@example.com,2025-06-07 21:20:39.502474+00:00,free
cus_5a07d70ed396,user256@example.com,2025-10-28 21:20:39.502474+00:00,free
cus_c672813877df,user257@example.com,2026-02-02 21:20:39.502474+00:00,free
cus_150b74423760,user258@example.com,2025-11-16 21:20:39.502474+00:00,org
cus_00cc3a23aab6,user259@example.com,2025-11-07 21:20:39.502474+00:00,free
cus_a7736136df3a,user260@example.com,2025-09-17 21:20:39.502474+00:00,org
cus_7811137ed98f,user261@example.com,2026-02-06 21:20:39.502474+00:00,free
cus_2638902172e2,user262@example.com,2026-02-06 21:20:39.502474+00:00,org
cus_749881e8e640,user263@example.com,2025-09-17 21:20:39.502474+00:00,org
cus_218f9a879a33,user264@example.com,2025-12-03 21:20:39.502474+00:00,pro
cus_c0a292ee141b,user265@example.com,2025-09-18 21:20:39.502474+00:00,org
cus_3c5e5ab9a51a,user266@example.com,2025-12-30 21:20:39.502474+00:00,pro
cus_d0b086ffd93b,user267@example.com,2025-12-26 21:20:39.502474+00:00,free
cus_1df32f4d5714,user268@example.com,2026-01-04 21:20:39.502474+00:00,pro
cus_b97c1fd6d4ed,user269@example.com,2026-02-12 21:20:39.502474+00:00,org
cus_2c530ff4e77e,user270@example.com,2026-01-27 21:20:39.502474+00:00,free
cus_97db1a6c3ea3,user271@example.com,2025-08-26 21:20:39.502474+00:00,free
cus_a63f1354ebca,user272@example.com,2025-01-26 21:20:39.502474+00:00,pro
cus_4cd40b92373f,user273@example.com,2025-11-08 21:20:39.502474+00:00,pro
cus_a9b064aabf2f,user274@example.com,2025-10-12 21:20:39.502474+00:00,pro
cus_344776f27c55,user275@example.com,2025-11-23 21:20:39.502474+00:00,free
cus_f524c230daf8,user276@example.com,2025-11-28 21:20:39.502474+00:00,free
cus_34dbb3fe5576,user277@example.com,2025-12-04 21:20:39.502474+00:00,free
cus_df049cecf373,user278@example.com,2025-12-31 21:20:39.502474+00:00,free
cus_e49ec4b22ca1,user279@example.com,2025-10-17 21:20:39.502474+00:00,free
cus_18dc175abde1,user280@example.com,2026-02-02 21:20:39.502474+00:00,pro
cus_02b0d094997c,user281@example.com,2026-01-10 21:20:39.502474+00:00,free
cus_98aac0322605,user282@example.com,2025-11-24 21:20:39.502474+00:00,free
cus_fc7fb47e7c24,user283@example.com,2026-01-18 21:20:39.502474+00:00,free
cus_7f91448c37ea,user284@example.com,2025-07-24 21:20:39.502474+00:00,free
cus_67d365dce84e,user285@example.com,2025-12-24 21:20:39.502474+00:00,free
cus_192d0c5fa374,user286@example.com,2025-05-30 21:20:39.502474+00:00,pro
cus_8cb9efa0633e,user287@example.com,2026-01-13 21:20:39.502474+00:00,org
cus_98bba490cab0,user288@example.com,2025-11-06 21:20:39.502474+00:00,free
cus_345af36d162e,user289@example.com,2025-12-15 21:20:39.502474+00:00,free
cus_3381d03532e5,user290@example.com,2026-02-01 21:20:39.502474+00:00,free
cus_0dabf1e41904,user291@example.com,2025-12-27 21:20:39.502474+00:00,free
cus_5b015d1b9c28,user292@example.com,2025-12-28 21:20:39.502474+00:00,free
cus_7240cd43b879,user293@example.com,2025-09-12 21:20:39.502474+00:00,free
cus_aad4816d352c,user294@example.com,2025-07-01 21:20:39.502474+00:00,free
cus_63d0a5584c31,user295@example.com,2026-02-05 21:20:39.502474+00:00,free
cus_27d9b6aaecb0,user296@example.com,2024-07-09 21:20:39.502474+00:00,pro
cus_bd944a9bf4db,user297@example.com,2025-10-15 21:20:39.502474+00:00,org
cus_a0a7de404687,user298@example.com,2026-01-13 21:20:39.502474+00:00,pro
cus_0db67fd261bf,user299@example.com,2026-02-15 21:20:39.502474+00:00,pro
cus_75af0c2cc281,user300@example.com,2026-01-17 21:20:39.502474+00:00,free
cus_c83eb2fcbb25,user301@example.com,2025-02-27 21:20:39.502474+00:00,pro
cus_9415cb1d0f65,user302@example.com,2025-12-11 21:20:39.502474+00:00,pro
cus_b1487178b86a,user303@example.com,2025-10-28 21:20:39.502474+00:00,pro
cus_586427043bae,user304@example.com,2025-11-08 21:20:39.502474+00:00,pro
cus_1dda52b19d15,user305@example.com,2025-12-02 21:20:39.502474+00:00,free
cus_dc32de172e7c,user306@example.com,2025-12-20 21:20:39.502474+00:00,free
cus_cdb942a41e2e,user307@example.com,2025-12-28 21:20:39.502474+00:00,free
cus_dd249dd4adeb,user308@example.com,2025-10-15 21:20:39.502474+00:00,free
cus_ea87f393ab95,user309@example.com,2025-10-14 21:20:39.502474+00:00,free
cus_665d133b61c1,user310@example.com,2025-10-12 21:20:39.502474+00:00,free
cus_ab34c0eeebc7,user311@example.com,2026-01-03 21:20:39.502474+00:00,pro
cus_f1f61351e12f,user312@example.com,2026-01-10 21:20:39.502474+00:00,pro
cus_2b9fa8d3f75e,user313@example.com,2025-11-22 21:20:39.502474+00:00,free
cus_1301b90f5602,user314@example.com,2025-06-14 21:20:39.502474+00:00,free
cus_b9f9c618b25a,user315@example.com,2025-08-23 21:20:39.502474+00:00,free
cus_4c3e27b8635e,user316@example.com,2026-01-08 21:20:39.502474+00:00,free
cus_d8919dd2185c,user317@example.com,2025-07-30 21:20:39.502474+00:00,free
cus_a48acbbeddd5,user318@example.com,2025-11-10 21:20:39.502474+00:00,pro
cus_765b7bd9f28f,user319@example.com,2025-04-29 21:20:39.502474+00:00,free
cus_618d4da53970,user320@example.com,2026-01-29 21:20:39.502474+00:00,pro
cus_d80ad0246862,user321@example.com,2025-11-05 21:20:39.502474+00:00,free
cus_3224163e5f14,user322@example.com,2025-09-26 21:20:39.502474+00:00,free
cus_ccd045ad2f44,user323@example.com,2025-12-18 21:20:39.502474+00:00,free
cus_ea793e9425fe,user324@example.com,2026-02-04 21:20:39.502474+00:00,free
cus_38dd8e0a87fe,user325@example.com,2025-12-20 21:20:39.502474+00:00,pro
cus_a428eaf73d64,user326@example.com,2025-11-19 21:20:39.502474+00:00,free
cus_17167b7454c2,user327@example.com,2026-01-29 21:20:39.502474+00:00,pro
cus_e60f7d067eb8,user328@example.com,2025-03-30 21:20:39.502474+00:00,free
cus_79be0dbedd8e,user329@example.com,2026-02-03 21:20:39.502474+00:00,free
cus_7bdb14c1d685,user330@example.com,2026-02-11 21:20:39.502474+00:00,free
cus_e80de2b9b551,user331@example.com,2026-02-11 21:20:39.502474+00:00,free
cus_3d9d85e131d8,user332@example.com,2026-01-02 21:20:39.502474+00:00,org
cus_39c4da4bac62,user333@example.com,2025-11-14 21:20:39.502474+00:00,free
cus_0e8d9c73ca11,user334@example.com,2025-12-07 21:20:39.502474+00:00,pro
cus_f5d7bf2bdff9,user335@example.com,2025-07-25 21:20:39.502474+00:00,pro
cus_491295fe2d28,user336@example.com,2025-06-07 21:20:39.502474+00:00,pro
